YEAR,WEEK,TEAM NO,TEAM,SEED,ROUND,W,L,AP VOTES,AP RANK,RANK?
2012,19,303,Louisville,4,4,26,9,558,17,1
2012,19,266,Wichita St.,5,64,27,5,517,18,1
2012,19,322,Creighton,8,32,28,5,373,19,1
2012,19,272,Vanderbilt,5,32,24,10,334,20,1
2012,19,293,New Mexico,5,32,27,6,318,21,1
2012,19,282,San Diego St.,6,64,26,7,223,22,1
2012,19,273,UNLV,6,64,26,8,201,23,1
2012,19,283,Saint Mary's,7,64,27,5,187,24,1
2012,19,318,Florida,7,8,23,10,146,25,1
2012,19,276,Temple,5,64,24,7,103,26,0
2012,19,326,Cincinnati,6,16,24,10,89,27,0
2012,19,288,Notre Dame,7,64,22,11,85,28,0
2012,19,300,Memphis,8,64,26,8,59,29,0
2012,19,315,Gonzaga,7,32,25,6,47,30,0
2012,19,311,Iowa St.,8,32,22,10,13,31,0
2012,19,271,VCU,12,32,28,6,12,32,0
2012,19,,Drexel,,,27,6,11,33,0
2012,19,269,Virginia,10,64,22,9,9,34,0
2012,19,304,Long Beach St.,12,64,25,8,5,35,0
2012,19,314,Harvard,12,64,26,4,4,36,0
2012,19,309,Kansas St.,8,32,21,10,3,37,0
2012,19,278,St. Bonaventure,14,64,20,11,1,38,0
2012,19,295,Montana,13,64,25,6,0,39,0
2012,19,289,North Carolina St.,11,16,22,12,0,39,0
2012,19,284,Saint Louis,9,32,25,7,0,39,0
2011,1,252,Duke,1,16,0,0,1613,1,1
2011,1,233,Michigan St.,10,64,0,0,1558,2,1
2011,1,241,Kansas St.,5,32,0,0,1414,3,1
2011,1,226,Ohio St.,1,16,0,0,1368,4,1
2011,1,223,Pittsburgh,1,32,0,0,1310,5,1
2011,1,201,Villanova,9,64,0,0,1198,6,1
2011,1,242,Kansas,1,8,0,0,1172,7,1
2011,1,230,North Carolina,2,8,0,0,1034,8,1
2011,1,251,Florida,2,8,0,0,997,9,1
2011,1,216,Syracuse,3,32,0,0,920,10,1
2011,1,240,Kentucky,4,4,0,0,917,11,1
2011,1,246,Gonzaga,11,32,0,0,889,12,1
2011,1,244,Illinois,9,32,0,0,773,13,1
2011,1,221,Purdue,3,32,0,0,771,14,1
2011,1,232,Missouri,11,64,0,0,700,15,1
2011,1,,Baylor,,,0,0,625,16,1
2011,1,257,Butler,8,2,0,0,607,17,1
2011,1,200,Washington,7,32,0,0,572,18,1
2011,1,235,Memphis,12,64,0,0,551,19,1
2011,1,248,Georgetown,6,64,0,0,363,20,1
2011,1,,Virginia Tech,,,0,0,288,21,1
2011,1,215,Temple,7,32,0,0,265,22,1
2011,1,214,Tennessee,9,64,0,0,252,23,1
2011,1,256,BYU,3,16,0,0,198,24,1
2011,1,218,San Diego St.,2,16,0,0,158,25,1
2011,1,198,Wisconsin,4,16,0,0,126,26,0
2011,1,213,Texas,4,32,0,0,107,27,0
2011,1,247,Georgia,10,64,0,0,67,28,0
2011,1,199,West Virginia,5,32,0,0,65,29,0
2011,1,,Minnesota,,,0,0,55,30,0
2011,1,250,Florida St.,10,16,0,0,28,31,0
2011,1,,Wichita St.,,,0,0,28,31,0
2011,1,207,UNLV,8,64,0,0,21,33,0
2011,1,220,Richmond,12,16,0,0,17,34,0
2011,1,,Murray St.,,,0,0,15,35,0
2011,1,203,Vanderbilt,5,64,0,0,14,36,0
2011,1,,North Carolina St.,,,0,0,10,37,0
2011,1,261,Arizona,5,8,0,0,8,38,0
2011,1,253,Connecticut,3,1,0,0,8,38,0
2011,1,,Colorado,,,0,0,7,40,0
2011,1,,Mississippi St.,,,0,0,7,40,0
2011,1,209,UCLA,7,32,0,0,5,42,0
2011,1,,Miami FL,,,0,0,4,43,0
2011,1,,Ohio,,,0,0,4,43,0
2011,1,205,Utah St.,12,64,0,0,4,43,0
2011,1,196,Xavier,6,64,0,0,4,43,0
2011,1,,Dayton,,,0,0,3,47,0
2011,1,225,Old Dominion,9,64,0,0,2,48,0
2011,1,,Georgia Tech,,,0,0,1,49,0
2011,1,,New Mexico,,,0,0,1,49,0
2011,1,197,Wofford,14,64,0,0,1,49,0
2011,1,,California,,,0,0,0,52,0
2011,1,,Cornell,,,0,0,0,52,0
2011,1,237,Louisville,4,64,0,0,0,52,0
2011,1,236,Marquette,11,16,0,0,0,52,0
2011,1,,Maryland,,,0,0,0,52,0
2011,1,,Northern Iowa,,,0,0,0,52,0
2011,1,,Northwestern,,,0,0,0,52,0
2011,1,,Saint Mary's,,,0,0,0,52,0
2011,1,212,Texas A&M,7,64,0,0,0,52,0
2011,2,252,Duke,1,16,1,0,1617,1,1
2011,2,233,Michigan St.,10,64,1,0,1558,2,1
2011,2,241,Kansas St.,5,32,1,0,1422,3,1
2011,2,226,Ohio St.,1,16,1,0,1379,4,1
2011,2,223,Pittsburgh,1,32,3,0,1325,5,1
2011,2,201,Villanova,9,64,1,0,1197,6,1
2011,2,242,Kansas,1,8,1,0,1178,7,1
2011,2,230,North Carolina,2,8,1,0,1021,8,1
2011,2,251,Florida,2,8,1,0,1017,9,1
2011,2,216,Syracuse,3,32,2,0,967,10,1
2011,2,246,Gonzaga,11,32,2,0,911,11,1
2011,2,240,Kentucky,4,4,1,0,887,12,1
2011,2,244,Illinois,9,32,3,0,834,13,1
2011,2,221,Purdue,3,32,1,0,772,14,1
2011,2,232,Missouri,11,64,0,0,685,15,1
2011,2,257,Butler,8,2,1,0,626,16,1
2011,2,,Baylor,,,1,0,587,17,1
2011,2,200,Washington,7,32,1,0,587,17,1
2011,2,235,Memphis,12,64,1,0,540,19,1
2011,2,248,Georgetown,6,64,1,0,333,20,1
2011,2,215,Temple,7,32,2,0,289,21,1
2011,2,,Virginia Tech,,,1,0,271,22,1
2011,2,256,BYU,3,16,1,0,228,23,1
2011,2,214,Tennessee,9,64,1,0,194,24,1
2011,2,218,San Diego St.,2,16,1,0,162,25,1
2011,2,213,Texas,4,32,2,0,130,26,0
2011,2,198,Wisconsin,4,16,1,0,113,27,0
2011,2,199,West Virginia,5,32,1,0,43,28,0
2011,2,247,Georgia,10,64,1,0,42,29,0
2011,2,,Minnesota,,,1,0,41,30,0
2011,2,250,Florida St.,10,16,2,0,37,31,0
2011,2,207,UNLV,8,64,1,0,21,32,0
2011,2,,Wichita St.,,,0,0,20,33,0
2011,2,220,Richmond,12,16,1,0,18,34,0
2011,2,203,Vanderbilt,5,64,1,0,16,35,0
2011,2,,North Carolina St.,,,1,0,9,36,0
2011,2,253,Connecticut,3,1,1,0,8,37,0
2011,2,,Colorado,,,1,0,7,38,0
2011,2,261,Arizona,5,8,1,0,6,39,0
2011,2,,Mississippi St.,,,1,0,6,39,0
2011,2,,Murray St.,,,0,0,6,39,0
2011,2,209,UCLA,7,32,1,0,4,42,0
2011,2,196,Xavier,6,64,1,0,4,42,0
2011,2,,Maryland,,,3,0,3,44,0
2011,2,,Ohio,,,1,0,3,44,0
2011,2,205,Utah St.,12,64,1,0,3,44,0
2011,2,,Appalachian St.,,,1,0,1,47,0
2011,2,,New Mexico,,,1,0,1,47,0
2011,2,,Portland,,,3,0,1,47,0
2011,2,,Dayton,,,1,0,0,50,0
2011,2,236,Marquette,11,16,2,0,0,50,0
2011,2,,Northwestern,,,1,0,0,50,0
2011,2,,Saint Mary's,,,1,0,0,50,0
2011,2,212,Texas A&M,7,64,1,0,0,50,0
2011,3,252,Duke,1,16,3,0,1616,1,1
2011,3,233,Michigan St.,10,64,2,0,1547,2,1
2011,3,226,Ohio St.,1,16,3,0,1437,3,1
2011,3,241,Kansas St.,5,32,3,0,1423,4,1
2011,3,223,Pittsburgh,1,32,5,0,1388,5,1
2011,3,242,Kansas,1,8,3,0,1263,6,1
2011,3,201,Villanova,9,64,4,0,1260,7,1
2011,3,240,Kentucky,4,4,2,0,1063,8,1
2011,3,216,Syracuse,3,32,4,0,972,9,1
2011,3,221,Purdue,3,32,3,0,905,10,1
2011,3,232,Missouri,11,64,2,0,862,11,1
2011,3,,Baylor,,,3,0,757,12,1
2011,3,200,Washington,7,32,2,0,735,13,1
2011,3,235,Memphis,12,64,4,0,707,14,1
2011,3,,Minnesota,,,5,0,608,15,1
2011,3,251,Florida,2,8,3,1,589,16,1
2011,3,248,Georgetown,6,64,5,0,589,16,1
2011,3,218,San Diego St.,2,16,4,0,567,18,1
2011,3,244,Illinois,9,32,4,1,460,19,1
2011,3,213,Texas,4,32,3,1,424,20,1
2011,3,215,Temple,7,32,2,0,362,21,1
2011,3,246,Gonzaga,11,32,2,1,355,22,1
2011,3,256,BYU,3,16,3,0,347,23,1
2011,3,214,Tennessee,9,64,3,0,164,24,1
2011,3,230,North Carolina,2,8,2,2,124,25,1
2011,3,,Virginia Tech,,,2,1,109,26,0
2011,3,199,West Virginia,5,32,3,1,99,27,0
2011,3,257,Butler,8,2,2,1,96,28,0
2011,3,237,Louisville,4,64,2,0,76,29,0
2011,3,207,UNLV,8,64,3,0,66,30,0
2011,3,250,Florida St.,10,16,4,0,36,31,0
2011,3,203,Vanderbilt,5,64,3,1,31,32,0
2011,3,247,Georgia,10,64,3,0,28,33,0
2011,3,,Wichita St.,,,1,1,16,34,0
2011,3,209,UCLA,7,32,3,0,10,35,0
2011,3,253,Connecticut,3,1,3,0,8,36,0
2011,3,261,Arizona,5,8,3,0,5,37,0
2011,3,220,Richmond,12,16,3,1,5,37,0
2011,3,198,Wisconsin,4,16,2,1,5,37,0
2011,3,,Saint Mary's,,,4,0,4,40,0
2011,3,,Mississippi St.,,,2,0,3,41,0
2011,3,,California,,,2,0,1,42,0
2011,3,,Iowa St.,,,4,0,1,42,0
2011,3,,VMI,,,4,0,1,42,0
2011,3,196,Xavier,6,64,4,0,1,42,0
2011,3,,Dayton,,,3,0,0,46,0
2011,3,236,Marquette,11,16,4,0,0,46,0
2011,3,,Maryland,,,3,2,0,46,0
2011,3,,Murray St.,,,2,1,0,46,0
2011,3,,North Carolina St.,,,3,1,0,46,0
2011,3,,New Mexico,,,2,1,0,46,0
2011,3,,Northwestern,,,3,0,0,46,0
2011,3,212,Texas A&M,7,64,3,0,0,46,0
2011,3,205,Utah St.,12,64,2,1,0,46,0
2011,4,252,Duke,1,16,6,0,1625,1,1
2011,4,226,Ohio St.,1,16,5,0,1530,2,1
2011,4,223,Pittsburgh,1,32,7,0,1488,3,1
2011,4,242,Kansas,1,8,6,0,1402,4,1
2011,4,241,Kansas St.,5,32,5,1,1263,5,1
2011,4,233,Michigan St.,10,64,5,1,1250,6,1
2011,4,253,Connecticut,3,1,5,0,1188,7,1
2011,4,216,Syracuse,3,32,6,0,1085,8,1
2011,4,232,Missouri,11,64,5,0,984,9,1
2011,4,240,Kentucky,4,4,4,1,890,10,1
2011,4,,Baylor,,,4,0,844,11,1
2011,4,201,Villanova,9,64,5,1,807,12,1
2011,4,214,Tennessee,9,64,5,0,779,13,1
2011,4,235,Memphis,12,64,5,0,758,14,1
2011,4,,Minnesota,,,6,0,754,15,1
2011,4,248,Georgetown,6,64,6,0,701,16,1
2011,4,218,San Diego St.,2,16,6,0,594,17,1
2011,4,251,Florida,2,8,5,1,553,18,1
2011,4,213,Texas,4,32,5,1,484,19,1
2011,4,244,Illinois,9,32,6,1,435,20,1
2011,4,256,BYU,3,16,6,0,369,21,1
2011,4,221,Purdue,3,32,5,1,318,22,1
2011,4,200,Washington,7,32,3,2,270,23,1
2011,4,207,UNLV,8,64,6,0,255,24,1
2011,4,228,Notre Dame,2,32,7,0,126,25,1
2011,4,199,West Virginia,5,32,4,1,95,26,0
2011,4,237,Louisville,4,64,4,0,94,27,0
2011,4,246,Gonzaga,11,32,3,2,51,28,0
2011,4,230,North Carolina,2,8,4,2,41,29,0
2011,4,203,Vanderbilt,5,64,5,1,25,30,0
2011,4,220,Richmond,12,16,6,1,24,31,0
2011,4,,Virginia Tech,,,4,2,8,32,0
2011,4,261,Arizona,5,8,5,1,6,33,0
2011,4,,Saint Mary's,,,6,1,6,33,0
2011,4,212,Texas A&M,7,64,5,1,6,33,0
2011,4,225,Old Dominion,9,64,4,1,5,36,0
2011,4,255,Cincinnati,6,32,5,0,3,37,0
2011,4,202,VCU,11,4,4,1,3,37,0
2011,4,,Wichita St.,,,3,1,3,37,0
2011,4,,Iowa St.,,,6,0,2,40,0
2011,4,,Cleveland St.,,,7,0,1,41,0
2011,4,257,Butler,8,2,3,2,0,42,0
2011,4,,Mississippi St.,,,4,0,0,42,0
2011,4,,New Mexico,,,4,1,0,42,0
2011,4,,Northwestern,,,4,0,0,42,0
2011,4,215,Temple,7,32,3,2,0,42,0
2011,4,205,Utah St.,12,64,4,1,0,42,0
2011,4,198,Wisconsin,4,16,4,2,0,42,0
2011,5,252,Duke,1,16,8,0,1625,1,1
2011,5,226,Ohio St.,1,16,6,0,1534,2,1
2011,5,223,Pittsburgh,1,32,9,0,1494,3,1
2011,5,242,Kansas,1,8,7,0,1403,4,1
2011,5,241,Kansas St.,5,32,7,1,1291,5,1
2011,5,253,Connecticut,3,1,7,0,1285,6,1
2011,5,233,Michigan St.,10,64,6,2,1168,7,1
2011,5,216,Syracuse,3,32,8,0,1126,8,1
2011,5,248,Georgetown,6,64,8,0,1011,9,1
2011,5,,Baylor,,,6,0,990,10,1
2011,5,214,Tennessee,9,64,6,0,914,11,1
2011,5,201,Villanova,9,64,6,1,870,12,1
2011,5,235,Memphis,12,64,7,0,802,13,1
2011,5,218,San Diego St.,2,16,8,0,759,14,1
2011,5,232,Missouri,11,64,6,1,726,15,1
2011,5,244,Illinois,9,32,8,1,715,16,1
2011,5,240,Kentucky,4,4,5,2,557,17,1
2011,5,256,BYU,3,16,8,0,515,18,1
2011,5,221,Purdue,3,32,7,1,432,19,1
2011,5,207,UNLV,8,64,8,0,426,20,1
2011,5,200,Washington,7,32,5,2,302,21,1
2011,5,,Minnesota,,,7,1,294,22,1
2011,5,228,Notre Dame,2,32,8,0,291,23,1
2011,5,237,Louisville,4,64,6,0,162,24,1
2011,5,213,Texas,4,32,6,2,146,25,1
2011,5,251,Florida,2,8,6,2,72,26,0
2011,5,203,Vanderbilt,5,64,7,1,52,27,0
2011,5,230,North Carolina,2,8,5,3,43,28,0
2011,5,261,Arizona,5,8,7,1,38,29,0
2011,5,,UCF,,,7,0,28,30,0
2011,5,,Cleveland St.,,,10,0,13,31,0
2011,5,246,Gonzaga,11,32,4,3,9,32,0
2011,5,212,Texas A&M,7,64,7,1,9,32,0
2011,5,255,Cincinnati,6,32,7,0,6,34,0
2011,5,,Northwestern,,,5,0,6,34,0
2011,5,,Saint Mary's,,,6,2,5,36,0
2011,5,215,Temple,7,32,5,2,3,37,0
2011,5,,Wichita St.,,,5,2,3,37,0
2011,5,,New Mexico,,,6,1,0,39,0
2011,5,220,Richmond,12,16,7,2,0,39,0
2011,5,,Virginia Tech,,,4,4,0,39,0
2011,5,,Washington St.,,,5,1,0,39,0
2011,5,199,West Virginia,5,32,5,2,0,39,0
2011,5,198,Wisconsin,4,16,6,2,0,39,0
2011,6,252,Duke,1,16,10,0,1625,1,1
2011,6,226,Ohio St.,1,16,8,0,1547,2,1
2011,6,242,Kansas,1,8,9,0,1467,3,1
2011,6,253,Connecticut,3,1,8,0,1343,4,1
2011,6,216,Syracuse,3,32,10,0,1331,5,1
2011,6,241,Kansas St.,5,32,9,1,1320,6,1
2011,6,214,Tennessee,9,64,7,0,1316,7,1
2011,6,223,Pittsburgh,1,32,10,1,1137,8,1
2011,6,,Baylor,,,6,0,1023,9,1
2011,6,201,Villanova,9,64,8,1,926,10,1
2011,6,218,San Diego St.,2,16,10,0,914,11,1
2011,6,244,Illinois,9,32,10,1,779,12,1
2011,6,232,Missouri,11,64,8,1,771,13,1
2011,6,233,Michigan St.,10,64,7,3,755,14,1
2011,6,248,Georgetown,6,64,9,1,722,15,1
2011,6,256,BYU,3,16,10,0,688,16,1
2011,6,240,Kentucky,4,4,7,2,668,17,1
2011,6,235,Memphis,12,64,7,1,561,18,1
2011,6,221,Purdue,3,32,9,1,506,19,1
2011,6,237,Louisville,4,64,8,0,464,20,1
2011,6,,Minnesota,,,9,1,336,21,1
2011,6,213,Texas,4,32,7,2,181,22,1
2011,6,207,UNLV,8,64,9,1,181,22,1
2011,6,228,Notre Dame,2,32,9,1,165,24,1
2011,6,212,Texas A&M,7,64,9,1,105,25,1
2011,6,,UCF,,,8,0,62,26,0
2011,6,251,Florida,2,8,7,2,55,27,0
2011,6,200,Washington,7,32,6,3,37,28,0
2011,6,215,Temple,7,32,7,2,30,29,0
2011,6,203,Vanderbilt,5,64,7,2,29,30,0
2011,6,230,North Carolina,2,8,7,3,21,31,0
2011,6,,Cleveland St.,,,12,0,15,32,0
2011,6,261,Arizona,5,8,8,2,8,33,0
2011,6,198,Wisconsin,4,16,8,2,8,33,0
2011,6,,Saint Mary's,,,7,2,6,35,0
2011,6,255,Cincinnati,6,32,8,0,5,36,0
2011,6,,Northwestern,,,5,0,5,36,0
2011,6,,Washington St.,,,7,1,5,36,0
2011,6,220,Richmond,12,16,8,2,3,39,0
2011,6,225,Old Dominion,9,64,8,2,2,40,0
2011,6,199,West Virginia,5,32,7,2,2,40,0
2011,6,,Boston College,,,8,2,1,42,0
2011,6,,New Mexico,,,7,1,0,43,0
2011,6,,Wichita St.,,,6,2,0,43,0
2011,7,252,Duke,1,16,10,0,1624,1,1
2011,7,226,Ohio St.,1,16,10,0,1551,2,1
2011,7,242,Kansas,1,8,10,0,1479,3,1
2011,7,253,Connecticut,3,1,8,0,1408,4,1
2011,7,216,Syracuse,3,32,11,0,1395,5,1
2011,7,223,Pittsburgh,1,32,11,1,1270,6,1
2011,7,218,San Diego St.,2,16,12,0,1134,7,1
2011,7,201,Villanova,9,64,9,1,1118,8,1
2011,7,232,Missouri,11,64,10,1,1009,9,1
2011,7,248,Georgetown,6,64,10,1,980,10,1
2011,7,241,Kansas St.,5,32,9,2,866,11,1
2011,7,233,Michigan St.,10,64,8,3,858,12,1
2011,7,240,Kentucky,4,4,8,2,850,13,1
2011,7,221,Purdue,3,32,10,1,712,14,1
2011,7,,Baylor,,,7,1,684,15,1
2011,7,235,Memphis,12,64,8,1,577,16,1
2011,7,,Minnesota,,,10,1,504,17,1
2011,7,213,Texas,4,32,9,2,429,18,1
2011,7,214,Tennessee,9,64,7,2,411,19,1
2011,7,251,Florida,2,8,8,2,382,20,1
2011,7,244,Illinois,9,32,10,2,370,21,1
2011,7,228,Notre Dame,2,32,10,1,327,22,1
2011,7,256,BYU,3,16,10,1,302,23,1
2011,7,,UCF,,,10,0,258,24,1
2011,7,212,Texas A&M,7,64,10,1,246,25,1
2011,7,237,Louisville,4,64,9,1,124,26,0
2011,7,203,Vanderbilt,5,64,8,2,49,27,0
2011,7,200,Washington,7,32,7,3,49,27,0
2011,7,215,Temple,7,32,8,2,39,29,0
2011,7,199,West Virginia,5,32,8,2,24,30,0
2011,7,198,Wisconsin,4,16,9,2,16,31,0
2011,7,,Northwestern,,,7,0,15,32,0
2011,7,255,Cincinnati,6,32,10,0,14,33,0
2011,7,230,North Carolina,2,8,7,4,10,34,0
2011,7,207,UNLV,8,64,10,2,10,34,0
2011,7,261,Arizona,5,8,10,2,8,36,0
2011,7,,Drexel,,,8,1,6,37,0
2011,7,246,Gonzaga,11,32,6,5,3,38,0
2011,7,,Saint Mary's,,,9,2,3,38,0
2011,7,,Washington St.,,,8,1,3,38,0
2011,7,,Boston College,,,9,2,2,41,0
2011,7,,Oklahoma St.,,,10,1,2,41,0
2011,7,225,Old Dominion,9,64,8,2,2,41,0
2011,7,,Cleveland St.,,,12,1,1,44,0
2011,7,,New Mexico,,,9,1,1,44,0
2011,7,220,Richmond,12,16,8,3,0,46,0
2011,7,,Wichita St.,,,8,2,0,46,0
2011,8,252,Duke,1,16,11,0,1625,1,1
2011,8,226,Ohio St.,1,16,12,0,1550,2,1
2011,8,242,Kansas,1,8,11,0,1480,3,1
2011,8,253,Connecticut,3,1,10,0,1406,4,1
2011,8,216,Syracuse,3,32,13,0,1397,5,1
2011,8,223,Pittsburgh,1,32,12,1,1273,6,1
2011,8,218,San Diego St.,2,16,14,0,1157,7,1
2011,8,201,Villanova,9,64,10,1,1135,8,1
2011,8,248,Georgetown,6,64,11,1,1106,9,1
2011,8,232,Missouri,11,64,11,1,1085,10,1
2011,8,240,Kentucky,4,4,9,2,969,11,1
2011,8,221,Purdue,3,32,11,1,857,12,1
2011,8,213,Texas,4,32,10,2,829,13,1
2011,8,,Minnesota,,,11,1,717,14,1
2011,8,228,Notre Dame,2,32,11,1,559,15,1
2011,8,256,BYU,3,16,12,1,541,16,1
2011,8,241,Kansas St.,5,32,10,3,493,17,1
2011,8,212,Texas A&M,7,64,11,1,432,18,1
2011,8,,UCF,,,11,0,420,19,1
2011,8,233,Michigan St.,10,64,8,4,404,20,1
2011,8,235,Memphis,12,64,9,2,319,21,1
2011,8,237,Louisville,4,64,10,1,263,22,1
2011,8,244,Illinois,9,32,10,3,180,23,1
2011,8,203,Vanderbilt,5,64,9,2,127,24,1
2011,8,215,Temple,7,32,9,2,122,25,1
2011,8,207,UNLV,8,64,11,2,106,26,0
2011,8,,Baylor,,,8,3,95,27,0
2011,8,198,Wisconsin,4,16,10,2,84,28,0
2011,8,255,Cincinnati,6,32,12,0,80,29,0
2011,8,200,Washington,7,32,8,3,73,30,0
2011,8,199,West Virginia,5,32,8,2,52,31,0
2011,8,251,Florida,2,8,9,2,35,32,0
2011,8,261,Arizona,5,8,11,2,27,33,0
2011,8,214,Tennessee,9,64,8,3,27,33,0
2011,8,257,Butler,8,2,9,4,23,35,0
2011,8,,Boston College,,,10,2,17,36,0
2011,8,,Wichita St.,,,9,2,17,36,0
2011,8,250,Florida St.,10,16,11,3,6,38,0
2011,8,230,North Carolina,2,8,8,4,6,38,0
2011,8,,Oklahoma St.,,,11,1,6,38,0
2011,8,225,Old Dominion,9,64,9,2,6,38,0
2011,8,,Saint Mary's,,,10,2,5,42,0
2011,8,246,Gonzaga,11,32,7,5,4,43,0
2011,8,,Northwestern,,,9,1,4,43,0
2011,8,,Washington St.,,,10,2,4,43,0
2011,8,,Cleveland St.,,,13,1,1,46,0
2011,8,206,USC,11,68,8,5,1,46,0
2011,8,205,Utah St.,12,64,11,2,0,48,0
2011,9,252,Duke,1,16,13,0,1625,1,1
2011,9,226,Ohio St.,1,16,14,0,1551,2,1
2011,9,242,Kansas,1,8,13,0,1491,3,1
2011,9,216,Syracuse,3,32,15,0,1437,4,1
2011,9,223,Pittsburgh,1,32,13,1,1358,5,1
2011,9,218,San Diego St.,2,16,15,0,1198,6,1
2011,9,201,Villanova,9,64,12,1,1187,7,1
2011,9,253,Connecticut,3,1,11,1,1168,8,1
2011,9,232,Missouri,11,64,13,1,1116,9,1
2011,9,240,Kentucky,4,4,11,2,1052,10,1
2011,9,221,Purdue,3,32,13,1,930,11,1
2011,9,213,Texas,4,32,11,2,902,12,1
2011,9,248,Georgetown,6,64,12,2,834,13,1
2011,9,228,Notre Dame,2,32,12,2,688,14,1
2011,9,256,BYU,3,16,14,1,648,15,1
2011,9,212,Texas A&M,7,64,12,1,569,16,1
2011,9,241,Kansas St.,5,32,11,3,523,17,1
2011,9,233,Michigan St.,10,64,9,4,504,18,1
2011,9,,UCF,,,13,0,490,19,1
2011,9,244,Illinois,9,32,12,3,328,20,1
2011,9,235,Memphis,12,64,11,2,313,21,1
2011,9,203,Vanderbilt,5,64,11,2,238,22,1
2011,9,200,Washington,7,32,10,3,173,23,1
2011,9,255,Cincinnati,6,32,14,0,159,24,1
2011,9,207,UNLV,8,64,12,2,136,25,1
2011,9,237,Louisville,4,64,11,2,124,26,0
2011,9,,Minnesota,,,11,3,96,27,0
2011,9,215,Temple,7,32,9,3,74,28,0
2011,9,198,Wisconsin,4,16,11,3,55,29,0
2011,9,,Baylor,,,9,3,50,30,0
2011,9,251,Florida,2,8,10,3,35,31,0
2011,9,257,Butler,8,2,10,4,25,32,0
2011,9,,Wichita St.,,,11,2,17,33,0
2011,9,230,North Carolina,2,8,10,4,9,34,0
2011,9,,Saint Mary's,,,12,2,8,35,0
2011,9,246,Gonzaga,11,32,10,5,7,36,0
2011,9,261,Arizona,5,8,12,3,2,37,0
2011,9,,Cleveland St.,,,15,1,2,37,0
2011,9,250,Florida St.,10,16,11,3,2,37,0
2011,9,247,Georgia,10,64,11,2,1,40,0
2011,9,225,Old Dominion,9,64,9,3,0,41,0
2011,9,205,Utah St.,12,64,13,2,0,41,0
2011,10,252,Duke,1,16,15,0,1625,1,1
2011,10,226,Ohio St.,1,16,16,0,1549,2,1
2011,10,242,Kansas,1,8,15,0,1489,3,1
2011,10,216,Syracuse,3,32,16,0,1443,4,1
2011,10,223,Pittsburgh,1,32,15,1,1353,5,1
2011,10,218,San Diego St.,2,16,17,0,1249,6,1
2011,10,201,Villanova,9,64,14,1,1248,7,1
2011,10,221,Purdue,3,32,15,1,1105,8,1
2011,10,228,Notre Dame,2,32,14,2,1069,9,1
2011,10,253,Connecticut,3,1,12,2,1058,10,1
2011,10,256,BYU,3,16,16,1,925,11,1
2011,10,213,Texas,4,32,12,3,842,12,1
2011,10,240,Kentucky,4,4,12,3,808,13,1
2011,10,212,Texas A&M,7,64,14,1,807,14,1
2011,10,232,Missouri,11,64,14,2,781,15,1
2011,10,244,Illinois,9,32,13,3,655,16,1
2011,10,200,Washington,7,32,12,3,540,17,1
2011,10,237,Louisville,4,64,13,2,345,18,1
2011,10,215,Temple,7,32,11,3,232,19,1
2011,10,198,Wisconsin,4,16,12,3,231,20,1
2011,10,241,Kansas St.,5,32,12,4,217,21,1
2011,10,248,Georgetown,6,64,12,4,211,22,1
2011,10,,UCF,,,14,1,170,23,1
2011,10,247,Georgia,10,64,12,2,145,24,1
2011,10,255,Cincinnati,6,32,15,1,144,25,1
2011,10,,Minnesota,,,12,4,123,26,0
2011,10,233,Michigan St.,10,64,10,5,118,27,0
2011,10,,Baylor,,,11,3,111,28,0
2011,10,251,Florida,2,8,12,3,110,29,0
2011,10,207,UNLV,8,64,13,3,74,30,0
2011,10,203,Vanderbilt,5,64,11,3,74,30,0
2011,10,,Oklahoma St.,,,13,2,71,32,0
2011,10,235,Memphis,12,64,12,3,49,33,0
2011,10,,Saint Mary's,,,14,2,49,33,0
2011,10,230,North Carolina,2,8,11,4,31,35,0
2011,10,246,Gonzaga,11,32,11,5,29,36,0
2011,10,199,West Virginia,5,32,10,4,15,37,0
2011,10,261,Arizona,5,8,14,3,6,38,0
2011,10,225,Old Dominion,9,64,12,3,4,39,0
2011,10,217,St. John's,6,64,10,4,4,39,0
2011,10,214,Tennessee,9,64,10,5,4,39,0
2011,10,205,Utah St.,12,64,14,2,4,39,0
2011,10,,Missouri St.,,,13,3,2,43,0
2011,10,,Virginia Tech,,,10,4,2,43,0
2011,10,,Wichita St.,,,13,3,2,43,0
2011,10,,Coastal Carolina,,,14,2,1,46,0
2011,10,220,Richmond,12,16,13,4,1,46,0
2011,10,,Nebraska,,,13,2,0,48,0
2011,10,224,Penn St.,10,64,9,6,0,48,0
2011,11,226,Ohio St.,1,16,18,0,1606,1,1
2011,11,242,Kansas,1,8,17,0,1526,2,1
2011,11,216,Syracuse,3,32,18,0,1523,3,1
2011,11,252,Duke,1,16,16,1,1393,4,1
2011,11,223,Pittsburgh,1,32,17,1,1382,5,1
2011,11,218,San Diego St.,2,16,19,0,1294,6,1
2011,11,201,Villanova,9,64,16,1,1265,7,1
2011,11,253,Connecticut,3,1,14,2,1148,8,1
2011,11,256,BYU,3,16,17,1,1057,9,1
2011,11,213,Texas,4,32,14,3,1015,10,1
2011,11,212,Texas A&M,7,64,16,1,996,11,1
2011,11,240,Kentucky,4,4,14,3,975,12,1
2011,11,232,Missouri,11,64,15,3,758,13,1
2011,11,221,Purdue,3,32,15,3,672,14,1
