YEAR,WEEK,TEAM NO,TEAM,SEED,ROUND,W,L,AP VOTES,AP RANK,RANK?
2026,12,1171,Saint Louis,9,0,19,1,286,21,1
2026,12,1209,Clemson,8,0,17,4,245,22,1
2026,12,1214,Alabama,4,0,13,6,202,23,1
2026,12,1185,Miami OH,11,0,20,0,140,24,1
2026,12,1165,St. John's,5,0,15,5,133,25,1
2026,12,,Liberty,,,,,0,38,0
2026,12,1204,Georgia,8,0,,,49,28,0
2026,12,,Auburn,,,,,15,31,0
2026,12,1195,Iowa,9,0,,,30,29,0
2026,12,1191,Kentucky,7,0,,,51,27,0
2026,12,1179,North Carolina St.,11,0,,,8,32,0
2026,12,1170,Saint Mary's,7,0,,,3,34,0
2026,12,1167,SMU,11,0,,,4,33,0
2026,12,1163,Tennessee,6,0,,,88,26,0
2026,12,1160,Texas A&M,10,0,,,27,30,0
2026,12,1154,Utah St.,9,0,,,2,35,0
2026,12,1151,Villanova,8,0,,,2,35,0
2026,12,1149,Wisconsin,5,0,,,1,37,0
2026,13,1213,Arizona,1,0,22,0,1475,1,1
2026,13,1184,Michigan,1,0,20,1,1388,2,1
2026,13,1208,Connecticut,2,0,21,1,1367,3,1
2026,13,1207,Duke,1,0,20,1,1314,4,1
2026,13,1196,Illinois,3,0,19,3,1172,5,1
2026,13,1203,Gonzaga,3,0,22,1,1167,6,1
2026,13,1194,Iowa St.,2,0,20,2,1130,7,1
2026,13,1199,Houston,2,0,19,2,1067,8,1
2026,13,1181,Nebraska,4,0,20,2,1036,9,1
2026,13,1183,Michigan St.,3,0,19,3,950,10,1
2026,13,1193,Kansas,4,0,16,5,847,11,1
2026,13,1173,Purdue,2,0,18,4,697,12,1
2026,13,1159,Texas Tech,5,0,16,5,638,13,1
2026,13,1180,North Carolina,6,0,17,4,633,14,1
2026,13,1153,Vanderbilt,5,0,19,3,627,15,1
2026,13,1211,BYU,6,0,17,4,622,16,1
2026,13,1206,Florida,1,0,16,6,618,17,1
2026,13,1150,Virginia,3,0,18,3,578,18,1
2026,13,1171,Saint Louis,9,0,21,1,353,19,1
2026,13,1209,Clemson,8,0,18,4,284,20,1
2026,13,1212,Arkansas,4,0,16,6,276,21,1
2026,13,1165,St. John's,5,0,16,5,199,22,1
2026,13,1185,Miami OH,11,0,22,0,170,23,1
2026,13,1188,Louisville,6,0,15,6,148,24,1
2026,13,1163,Tennessee,6,0,15,6,134,25,1
2026,13,1214,Alabama,4,0,,,48,27,0
2026,13,,Auburn,,,,,8,33,0
2026,13,,George Mason,,,,,1,37,0
2026,13,1204,Georgia,8,0,,,3,36,0
2026,13,1195,Iowa,9,0,,,39,28,0
2026,13,1191,Kentucky,7,0,,,28,30,0
2026,13,1186,Miami FL,7,0,,,4,35,0
2026,13,1179,North Carolina St.,11,0,,,9,32,0
2026,13,1169,Santa Clara,10,0,,,1,37,0
2026,13,1160,Texas A&M,10,0,,,83,26,0
2026,13,1157,UCF,10,0,,,39,28,0
2026,13,1154,Utah St.,9,0,,,6,34,0
2026,13,1151,Villanova,8,0,,,15,31,0
2026,13,1149,Wisconsin,5,0,,,1,37,0
2026,14,1213,Arizona,1,0,23,0,1475,1,1
2026,14,1184,Michigan,1,0,22,1,1416,2,1
2026,14,1199,Houston,2,0,21,2,1275,3,1
2026,14,1207,Duke,1,0,21,2,1254,4,1
2026,14,1194,Iowa St.,2,0,21,2,1247,5,1
2026,14,1208,Connecticut,2,0,22,2,1227,6,1
2026,14,1181,Nebraska,4,0,21,2,1091,7,1
2026,14,1196,Illinois,3,0,20,4,1060,8,1
2026,14,1193,Kansas,4,0,18,5,966,9,1
2026,14,1183,Michigan St.,3,0,20,4,929,10,1
2026,14,1180,North Carolina,6,0,19,4,863,11,1
2026,14,1203,Gonzaga,3,0,23,2,803,12,1
2026,14,1173,Purdue,2,0,19,4,785,13,1
2026,14,1206,Florida,1,0,17,6,718,14,1
2026,14,1150,Virginia,3,0,20,3,642,15,1
2026,14,1159,Texas Tech,5,0,17,6,549,16,1
2026,14,1165,St. John's,5,0,18,5,524,17,1
2026,14,1171,Saint Louis,9,0,23,1,422,18,1
2026,14,1153,Vanderbilt,5,0,19,4,375,19,1
2026,14,1209,Clemson,8,0,20,4,354,20,1
2026,14,1212,Arkansas,4,0,17,6,304,21,1
2026,14,1211,BYU,6,0,17,6,198,22,1
2026,14,1185,Miami OH,11,0,24,0,195,23,1
2026,14,1188,Louisville,6,0,17,6,182,24,1
2026,14,1191,Kentucky,7,0,17,7,80,25,1
2026,14,1170,Saint Mary's,7,0,,,0,36,0
2026,14,1160,Texas A&M,10,0,,,0,36,0
2026,14,1163,Tennessee,6,0,,,26,29,0
2026,14,1214,Alabama,4,0,,,72,26,0
2026,14,,Auburn,,,,,2,33,0
2026,14,1204,Georgia,8,0,,,6,32,0
2026,14,1195,Iowa,9,0,,,69,27,0
2026,14,1179,North Carolina St.,11,0,,,31,28,0
2026,14,1170,Saint Mary's,7,0,,,1,35,0
2026,14,1169,Santa Clara,10,0,,,2,33,0
2026,14,1154,Utah St.,9,0,,,15,31,0
2026,14,1151,Villanova,8,0,,,17,30,0
2026,15,1184,Michigan,1,0,24,1,1524,1,1
2026,15,1199,Houston,2,0,23,2,1402,2,1
2026,15,1207,Duke,1,0,23,2,1397,3,1
2026,15,1213,Arizona,1,0,23,2,1358,4,1
2026,15,1208,Connecticut,2,0,24,2,1318,5,1
2026,15,1194,Iowa St.,2,0,22,3,1212,6,1
2026,15,1173,Purdue,2,0,21,4,1042,7,1
2026,15,1193,Kansas,4,0,19,6,1011,8,1
2026,15,1181,Nebraska,4,0,22,3,982,9,1
2026,15,1196,Illinois,3,0,21,5,938,10,1
2026,15,1203,Gonzaga,3,0,25,2,903,11,1
2026,15,1206,Florida,1,0,19,6,895,12,1
2026,15,1159,Texas Tech,5,0,19,6,822,13,1
2026,15,1150,Virginia,3,0,22,3,730,14,1
2026,15,1183,Michigan St.,3,0,20,5,681,15,1
2026,15,1180,North Carolina,6,0,20,5,594,16,1
2026,15,1165,St. John's,5,0,20,5,590,17,1
2026,15,1171,Saint Louis,9,0,24,1,468,18,1
2026,15,1153,Vanderbilt,5,0,21,4,449,19,1
2026,15,1212,Arkansas,4,0,19,6,387,20,1
2026,15,1188,Louisville,6,0,19,6,263,21,1
2026,15,1185,Miami OH,11,0,25,0,238,22,1
2026,15,1211,BYU,6,0,19,6,214,23,1
2026,15,1149,Wisconsin,5,0,18,7,109,24,1
2026,15,1214,Alabama,4,0,18,7,104,25,1
2026,15,1195,Iowa,9,0,,,0,34,0
2026,15,1209,Clemson,8,0,,,55,26,0
2026,15,1191,Kentucky,7,0,,,15,30,0
2026,15,1186,Miami FL,7,0,,,10,31,0
2026,15,1170,Saint Mary's,7,0,,,3,32,0
2026,15,1163,Tennessee,6,0,,,36,28,0
2026,15,1154,Utah St.,9,0,,,45,27,0
2026,15,1152,VCU,11,0,,,1,33,0
2026,15,1151,Villanova,8,0,,,29,29,0
2026,16,1207,Duke,1,0,25,2,1520,1,1
2026,16,1213,Arizona,1,0,25,2,1439,2,1
2026,16,1184,Michigan,1,0,25,2,1433,3,1
2026,16,1194,Iowa St.,2,0,23,4,1272,4,1
2026,16,1199,Houston,2,0,23,4,1251,5,1
2026,16,1208,Connecticut,2,0,25,3,1211,6,1
2026,16,1206,Florida,1,0,21,6,1112,7,1
2026,16,1173,Purdue,2,0,22,5,1062,8,1
2026,16,1203,Gonzaga,3,0,27,2,1039,9,1
2026,16,1196,Illinois,3,0,22,6,895,10,1
2026,16,1150,Virginia,3,0,24,3,884,11,1
2026,16,1181,Nebraska,4,0,23,4,858,12,1
2026,16,1183,Michigan St.,3,0,22,5,856,13,1
2026,16,1193,Kansas,4,0,20,7,774,14,1
2026,16,1165,St. John's,5,0,22,5,763,15,1
2026,16,1159,Texas Tech,5,0,20,7,592,16,1
2026,16,1214,Alabama,4,0,20,7,402,17,1
2026,16,1180,North Carolina,6,0,21,6,388,18,1
2026,16,1211,BYU,6,0,20,7,361,19,1
2026,16,1212,Arkansas,4,0,20,7,356,20,1
2026,16,1185,Miami OH,11,0,27,0,335,21,1
2026,16,1163,Tennessee,6,0,20,7,288,22,1
2026,16,1171,Saint Louis,9,0,25,2,242,23,1
2026,16,1188,Louisville,6,0,20,7,186,24,1
2026,16,1153,Vanderbilt,5,0,21,6,171,25,1
2026,16,1209,Clemson,8,0,,,0,39,0
2026,16,1204,Georgia,8,0,,,0,39,0
2026,16,1149,Wisconsin,5,0,,,47,26,0
2026,16,1201,High Point,12,0,,,2,36,0
2026,16,1195,Iowa,9,0,,,3,33,0
2026,16,1186,Miami FL,7,0,,,10,29,0
2026,16,,Navy,,,,,1,38,0
2026,16,1179,North Carolina St.,11,0,,,7,31,0
2026,16,1170,Saint Mary's,7,0,,,30,27,0
2026,16,1167,SMU,11,0,,,4,32,0
2026,16,,Stephen F. Austin,,,,,2,36,0
2026,16,1160,Texas A&M,10,0,,,3,33,0
2026,16,1157,UCF,10,0,,,3,33,0
2026,16,1154,Utah St.,9,0,,,8,30,0
2026,16,1151,Villanova,8,0,,,15,28,0
2026,17,1207,Duke,1,0,27,2,1471,1,1
2026,17,1213,Arizona,1,0,27,2,1392,2,1
2026,17,1184,Michigan,1,0,27,2,1385,3,1
2026,17,1208,Connecticut,2,0,27,3,1275,4,1
2026,17,1206,Florida,1,0,23,6,1234,5,1
2026,17,1194,Iowa St.,2,0,24,5,1118,6,1
2026,17,1199,Houston,2,0,24,5,1094,7,1
2026,17,1183,Michigan St.,3,0,24,5,1055,8,1
2026,17,1181,Nebraska,4,0,25,4,1002,9,1
2026,17,1159,Texas Tech,5,0,22,7,855,10,1
2026,17,1196,Illinois,3,0,22,7,838,11,1
2026,17,1203,Gonzaga,3,0,28,3,752,12,1
2026,17,1150,Virginia,3,0,25,4,731,13,1
2026,17,1193,Kansas,4,0,21,8,722,14,1
2026,17,1173,Purdue,2,0,22,7,712,15,1
2026,17,1214,Alabama,4,0,22,7,657,16,1
2026,17,1180,North Carolina,6,0,23,6,554,17,1
2026,17,1165,St. John's,5,0,23,6,547,18,1
2026,17,1185,Miami OH,11,0,29,0,360,19,1
2026,17,1212,Arkansas,4,0,21,8,333,20,1
2026,17,1170,Saint Mary's,7,0,27,4,304,21,1
2026,17,1186,Miami FL,7,0,23,6,153,22,1
2026,17,1163,Tennessee,6,0,20,9,118,23,1
2026,17,1153,Vanderbilt,5,0,22,7,117,24,1
2026,17,1171,Saint Louis,9,0,26,3,103,25,1
2026,17,1204,Georgia,8,0,,,0,42,0
2026,17,1211,BYU,6,0,,,74,26,0
2026,17,1188,Louisville,6,0,,,47,27,0
2026,17,1209,Clemson,8,0,,,16,31,0
2026,17,,Dayton,,,,,5,35,0
2026,17,1201,High Point,12,0,,,7,33,0
2026,17,1191,Kentucky,7,0,,,47,27,0
2026,17,1182,Missouri,10,0,,,40,29,0
2026,17,,Navy,,,,,3,37,0
2026,17,1179,North Carolina St.,11,0,,,2,38,0
2026,17,1176,Ohio St.,8,0,,,1,40,0
2026,17,1169,Santa Clara,10,0,,,1,40,0
2026,17,1164,TCU,9,0,,,2,38,0
2026,17,1157,UCF,10,0,,,7,33,0
2026,17,1154,Utah St.,9,0,,,10,32,0
2026,17,1151,Villanova,8,0,,,4,36,0
2026,17,1149,Wisconsin,5,0,,,27,30,0
2026,18,1207,Duke,1,0,29,2,1519,1,1
2026,18,1213,Arizona,1,0,29,2,1439,2,1
2026,18,1184,Michigan,1,0,29,2,1434,3,1
2026,18,1206,Florida,1,0,25,6,1337,4,1
2026,18,1199,Houston,2,0,26,5,1241,5,1
2026,18,1208,Connecticut,2,0,27,4,1178,6,1
2026,18,1194,Iowa St.,2,0,25,6,1137,7,1
2026,18,1183,Michigan St.,3,0,25,6,1083,8,1
2026,18,1196,Illinois,3,0,24,7,1037,9,1
2026,18,1150,Virginia,3,0,27,4,953,10,1
2026,18,1181,Nebraska,4,0,26,5,939,11,1
2026,18,1203,Gonzaga,3,0,28,3,846,12,1
2026,18,1165,St. John's,5,0,25,6,733,13,1
2026,18,1193,Kansas,4,0,22,9,608,14,1
2026,18,1214,Alabama,4,0,23,8,602,15,1
2026,18,1159,Texas Tech,5,0,22,9,554,16,1
2026,18,1212,Arkansas,4,0,23,8,532,17,1
2026,18,1173,Purdue,2,0,23,8,529,18,1
2026,18,1180,North Carolina,6,0,24,7,488,19,1
2026,18,1185,Miami OH,11,0,31,0,420,20,1
2026,18,1170,Saint Mary's,7,0,27,4,325,21,1
2026,18,1153,Vanderbilt,5,0,24,7,323,22,1
2026,18,1149,Wisconsin,5,0,22,9,201,23,1
2026,18,1188,Louisville,6,0,22,9,140,24,1
2026,18,1163,Tennessee,6,0,21,10,72,25,1
2026,18,1186,Miami FL,7,0,,,60,26,0
2026,18,1171,Saint Louis,9,0,,,12,29,0
2026,18,1215,Akron,12,0,,,1,39,0
2026,18,1211,BYU,6,0,,,18,28,0
2026,18,1204,Georgia,8,0,,,10,31,0
2026,18,1201,High Point,12,0,,,11,30,0
2026,18,1182,Missouri,10,0,,,2,35,0
2026,18,1176,Ohio St.,8,0,,,2,35,0
2026,18,,Stephen F. Austin,,,,,2,35,0
2026,18,1164,TCU,9,0,,,19,27,0
2026,18,1156,UCLA,7,0,,,3,33,0
2026,18,1154,Utah St.,9,0,,,2,35,0
2026,18,1152,VCU,11,0,,,3,33,0
2026,18,1151,Villanova,8,0,,,10,31,0
2026,19,1207,Duke,1,0,32,2,1418,1,1
2026,19,1213,Arizona,1,0,32,2,1372,2,1
2026,19,1184,Michigan,1,0,31,3,1310,3,1
2026,19,1206,Florida,1,0,26,7,1221,4,1
2026,19,1199,Houston,2,0,28,6,1214,5,1
2026,19,1194,Iowa St.,2,0,27,7,1096,6,1
2026,19,1208,Connecticut,2,0,29,5,1032,7,1
2026,19,1173,Purdue,2,0,27,8,912,8,1
2026,19,1150,Virginia,3,0,29,5,903,9,1
2026,19,1165,St. John's,5,0,28,6,860,10,1
2026,19,1183,Michigan St.,3,0,25,7,833,11,1
2026,19,1203,Gonzaga,3,0,30,3,829,12,1
2026,19,1196,Illinois,3,0,24,8,801,13,1
2026,19,1212,Arkansas,4,0,26,8,750,14,1
2026,19,1181,Nebraska,4,0,26,6,689,15,1
2026,19,1153,Vanderbilt,5,0,26,8,538,16,1
2026,19,1193,Kansas,4,0,23,10,503,17,1
2026,19,1214,Alabama,4,0,23,9,438,18,1
2026,19,1149,Wisconsin,5,0,24,10,392,19,1
2026,19,1159,Texas Tech,5,0,22,10,376,20,1
2026,19,,North Carollina,,,24,8,293,21,1
2026,19,1170,Saint Mary's,7,0,27,5,113,22,1
2026,19,1188,Louisville,6,0,23,10,112,23,1
2026,19,1163,Tennessee,6,0,22,11,112,23,1
2026,19,1186,Miami FL,7,0,25,8,110,25,1
2026,19,1185,Miami OH,11,0,,,100,26,0
2026,19,1211,BYU,6,0,,,62,27,0
2026,19,1156,UCLA,7,0,,,38,28,0
2026,19,1154,Utah St.,9,0,,,28,29,0
2026,19,1164,TCU,9,0,,,17,30,0
2026,19,1201,High Point,12,0,,,14,31,0
2026,19,1152,VCU,11,0,,,12,32,0
2026,19,1209,Clemson,8,0,,,9,33,0
2026,19,1176,Ohio St.,8,0,,,5,34,0
2026,19,1191,Kentucky,7,0,,,4,35,0
2026,19,1171,Saint Louis,9,0,,,3,36,0
2026,19,1215,Akron,12,0,,,3,36,0
2026,19,1169,Santa Clara,10,0,,,2,38,0
2026,19,1187,McNeese St.,12,0,,,1,39,0
2025,1,1123,Kansas,7,64,0,0,1449,1,1
2025,1,1146,Alabama,2,8,0,0,1428,2,1
2025,1,1135,Connecticut,8,32,0,0,1345,3,1
2025,1,1126,Houston,1,2,0,0,1343,4,1
2025,1,1124,Iowa St.,3,32,0,0,1177,5,1
2025,1,1129,Gonzaga,8,32,0,0,1157,6,1
2025,1,1132,Duke,1,4,0,0,1154,7,1
2025,1,1140,Baylor,9,32,0,0,1109,8,1
2025,1,1104,North Carolina,11,64,0,0,1037,9,1
2025,1,1143,Arizona,2,16,0,0,905,10,1
2025,1,1141,Auburn,1,4,0,0,901,11,1
2025,1,1094,Tennessee,2,8,0,0,775,12,1
2025,1,1092,Texas A&M,4,32,0,0,737,13,1
2025,1,1101,Purdue,4,16,0,0,678,14,1
2025,1,1134,Creighton,9,32,0,0,631,15,1
2025,1,1142,Arkansas,10,16,0,0,625,16,1
2025,1,,Indiana,,,0,0,492,17,1
2025,1,1118,Marquette,7,64,0,0,484,18,1
2025,1,1093,Texas,11,68,0,0,332,19,1
2025,1,,Cincinnati,,,0,0,271,20,1
2025,1,1131,Florida,1,1,0,0,249,21,1
2025,1,1088,UCLA,7,32,0,0,210,22,1
2025,1,1122,Kentucky,3,16,0,0,191,23,1
2025,1,1112,Mississippi,6,16,0,0,132,24,1
2025,1,,Rutgers,,,0,0,102,25,1
2025,1,1125,Illinois,6,32,,,92,26,0
2025,1,1095,St. John's,2,32,,,91,27,0
2025,1,1081,Xavier,11,64,,,73,28,0
2025,1,1091,Texas Tech,3,8,,,58,29,0
2025,1,,Wake Forest,,,,,37,30,0
2025,1,,Kansas St.,,,,,30,31,0
2025,1,1113,Michigan St.,2,8,,,29,32,0
2025,1,,Ohio St.,,,,,29,32,0
2025,1,1114,Michigan,5,16,,,19,34,0
2025,1,1138,BYU,6,16,,,14,35,0
2025,1,1102,Oregon,5,32,,,12,36,0
2025,1,1116,McNeese St.,12,32,,,11,37,0
2025,1,,Miami FL,,,,,11,37,0
2025,1,,Boise St.,,,,,9,39,0
2025,1,1137,Clemson,5,64,,,9,39,0
2025,1,,Providence,,,,,9,39,0
2025,1,,Saint Louis,,,,,9,39,0
2025,1,1111,Mississippi St.,8,64,,,6,43,0
2025,1,1084,VCU,11,64,,,6,43,0
2025,1,1098,Saint Mary's,7,32,,,5,45,0
2025,1,1083,Wisconsin,3,32,,,5,45,0
2025,1,1119,Louisville,8,64,,,4,47,0
2025,1,,UAB,,,,,4,47,0
2025,1,1128,Grand Canyon,13,64,,,3,49,0
2025,1,,Little Rock,,,,,3,49,0
2025,1,,Arizona St.,,,,,2,51,0
2025,1,,Princeton,,,,,2,51,0
2025,1,1097,San Diego St.,11,68,,,2,51,0
2025,1,1127,High Point,13,64,,,1,54,0
2025,1,1117,Maryland,4,16,,,1,54,0
2025,1,,Dayton,,,,,0,56,0
2025,1,,North Carolina St.,,,,,0,56,0
2025,1,,South Carolina,,,,,0,56,0
2025,1,1086,Utah St.,10,64,,,0,56,0
2025,1,,Virginia,,,,,0,56,0
2025,1,,Washington St.,,,,,0,56,0
2025,2,1123,Kansas,7,64,2,0,1525,1,1
2025,2,1146,Alabama,2,8,2,0,1439,2,1
2025,2,1135,Connecticut,8,32,2,0,1398,3,1
2025,2,1129,Gonzaga,8,32,2,0,1371,4,1
2025,2,1141,Auburn,1,4,2,0,1315,5,1
2025,2,1132,Duke,1,4,2,0,1222,6,1
2025,2,1124,Iowa St.,3,32,1,0,1206,7,1
2025,2,1126,Houston,1,2,1,1,1070,8,1
2025,2,1143,Arizona,2,16,2,0,1004,9,1
2025,2,1104,North Carolina,11,64,1,1,992,10,1
2025,2,1094,Tennessee,2,8,2,0,930,11,1
2025,2,1140,Baylor,9,32,1,1,806,12,1
2025,2,1101,Purdue,4,16,2,0,795,13,1
2025,2,1134,Creighton,9,32,2,0,752,14,1
2025,2,1118,Marquette,7,64,2,0,603,15,1
2025,2,,Indiana,,,2,0,600,16,1
2025,2,,Cincinnati,,,2,0,454,17,1
2025,2,1142,Arkansas,10,16,1,1,357,18,1
2025,2,1122,Kentucky,3,16,2,0,353,19,1
2025,2,1131,Florida,1,1,2,0,332,20,1
2025,2,,Ohio St.,,,1,0,273,21,1
2025,2,1095,St. John's,2,32,2,0,178,22,1
2025,2,1092,Texas A&M,4,32,1,1,169,23,1
2025,2,,Rutgers,,,1,0,157,24,1
2025,2,1112,Mississippi,6,16,2,0,147,25,1
2025,2,1125,Illinois,6,32,,,144,26,0
2025,2,1091,Texas Tech,3,8,,,102,27,0
2025,2,,Wake Forest,,,,,84,28,0
2025,2,1081,Xavier,11,64,,,78,29,0
2025,2,1093,Texas,11,68,,,51,30,0
2025,2,1113,Michigan St.,2,8,,,41,31,0
2025,2,1138,BYU,6,16,,,26,32,0
2025,2,,Kansas St.,,,,,24,33,0
2025,2,,UCF,,,,,20,34,0
2025,2,1111,Mississippi St.,8,64,,,15,35,0
2025,2,1106,New Mexico,10,32,,,15,35,0
2025,2,,Miami FL,,,,,14,37,0
2025,2,,North Florida,,,,,14,37,0
2025,2,1102,Oregon,5,32,,,14,37,0
2025,2,1137,Clemson,5,64,,,13,40,0
2025,2,1084,VCU,11,64,,,12,41,0
2025,2,1115,Memphis,5,64,,,8,42,0
2025,2,1128,Grand Canyon,13,64,,,6,43,0
2025,2,1083,Wisconsin,3,32,,,6,43,0
2025,2,,Providence,,,,,4,45,0
2025,2,1117,Maryland,4,16,,,3,46,0
2025,2,,Arizona St.,,,,,2,47,0
2025,2,,Austin Peay,,,,,2,47,0
2025,2,,Columbia,,,,,1,49,0
2025,2,,Dayton,,,,,1,49,0
2025,2,1114,Michigan,5,16,,,1,49,0
2025,2,,South Dakota St.,,,,,1,49,0
2025,2,,Nevada,,,,,0,53,0
2025,2,1098,Saint Mary's,7,32,,,0,53,0
2025,2,1088,UCLA,7,32,,,0,53,0
2025,3,1123,Kansas,7,64,4,0,1509,1,1
2025,3,1135,Connecticut,8,32,3,0,1416,2,1
2025,3,1129,Gonzaga,8,32,3,0,1397,3,1
2025,3,1141,Auburn,1,4,3,0,1370,4,1
2025,3,1124,Iowa St.,3,32,2,0,1184,5,1
2025,3,1101,Purdue,4,16,4,0,1172,6,1
2025,3,1126,Houston,1,2,2,1,1091,7,1
2025,3,1146,Alabama,2,8,3,1,1084,8,1
2025,3,1122,Kentucky,3,16,3,0,1009,9,1
2025,3,1104,North Carolina,11,64,2,1,969,10,1
2025,3,1094,Tennessee,2,8,4,0,942,11,1
2025,3,1132,Duke,1,4,3,1,914,12,1
2025,3,1140,Baylor,9,32,3,1,765,13,1
2025,3,1134,Creighton,9,32,4,0,722,14,1
2025,3,1118,Marquette,7,64,4,0,630,15,1
2025,3,,Indiana,,,3,0,573,16,1
2025,3,1143,Arizona,2,16,2,1,437,17,1
2025,3,,Cincinnati,,,3,0,412,18,1
2025,3,1083,Wisconsin,3,32,4,0,370,19,1
2025,3,1142,Arkansas,10,16,2,1,313,20,1
2025,3,1131,Florida,1,1,4,0,302,21,1
2025,3,1095,St. John's,2,32,4,0,270,22,1
2025,3,1092,Texas A&M,4,32,3,1,233,23,1
2025,3,,Rutgers,,,3,0,143,24,1
2025,3,1125,Illinois,6,32,3,0,116,25,1
2025,3,1091,Texas Tech,3,8,,,109,26,0
2025,3,1112,Mississippi,6,16,,,103,27,0
2025,3,1081,Xavier,11,64,,,89,28,0
2025,3,1138,BYU,6,16,,,27,29,0
2025,3,,UCF,,,,,21,30,0
2025,3,1093,Texas,11,68,,,17,31,0
2025,3,1084,VCU,11,64,,,17,31,0
2025,3,1113,Michigan St.,2,8,,,16,33,0
2025,3,1111,Mississippi St.,8,64,,,15,34,0
2025,3,,Ohio St.,,,,,13,35,0
2025,3,,Miami FL,,,,,10,36,0
2025,3,,Pittsburgh,,,,,9,37,0
2025,3,1102,Oregon,5,32,,,7,38,0
2025,3,1115,Memphis,5,64,,,6,39,0
2025,3,,Penn St.,,,,,4,40,0
2025,3,,Providence,,,,,4,40,0
2025,3,,Kansas St.,,,,,3,42,0
2025,3,1086,Utah St.,10,64,,,3,42,0
2025,3,,Arizona St.,,,,,2,44,0
2025,3,1137,Clemson,5,64,,,2,44,0
2025,3,,Furman,,,,,2,44,0
2025,3,,Hofstra,,,,,1,47,0
2025,3,1117,Maryland,4,16,,,1,47,0
2025,3,1114,Michigan,5,16,,,1,47,0
2025,3,,Dayton,,,,,0,50,0
2025,3,,Nevada,,,,,0,50,0
2025,3,1098,Saint Mary's,7,32,,,0,50,0
2025,3,,Wake Forest,,,,,0,50,0
2025,4,1123,Kansas,7,64,5,0,1536,1,1
2025,4,1135,Connecticut,8,32,4,0,1429,2,1
2025,4,1129,Gonzaga,8,32,5,0,1428,3,1
2025,4,1141,Auburn,1,4,4,0,1393,4,1
2025,4,1124,Iowa St.,3,32,3,0,1216,5,1
2025,4,1126,Houston,1,2,3,1,1125,6,1
2025,4,1094,Tennessee,2,8,6,0,1116,7,1
2025,4,1122,Kentucky,3,16,5,0,1075,8,1
2025,4,1146,Alabama,2,8,4,1,1065,9,1
2025,4,1118,Marquette,7,64,6,0,1004,10,1
2025,4,1132,Duke,1,4,4,1,986,11,1
2025,4,1104,North Carolina,11,64,3,1,976,12,1
2025,4,1101,Purdue,4,16,5,1,865,13,1
2025,4,,Indiana,,,4,0,666,14,1
2025,4,1083,Wisconsin,3,32,7,0,641,15,1
2025,4,,Cincinnati,,,5,0,610,16,1
2025,4,1140,Baylor,9,32,4,2,482,17,1
2025,4,1131,Florida,1,1,6,0,466,18,1
2025,4,1142,Arkansas,10,16,4,1,387,19,1
2025,4,1092,Texas A&M,4,32,4,1,318,20,1
2025,4,1134,Creighton,9,32,4,1,198,21,1
2025,4,1081,Xavier,11,64,5,0,191,22,1
2025,4,1112,Mississippi,6,16,5,0,180,23,1
2025,4,1143,Arizona,2,16,2,2,154,24,1
2025,4,1111,Mississippi St.,8,64,5,0,86,25,1
2025,4,1138,BYU,6,16,,,70,26,0
2025,4,,Pittsburgh,,,,,62,27,0
2025,4,1093,Texas,11,68,,,57,28,0
2025,4,,Ohio St.,,,,,55,29,0
2025,4,1098,Saint Mary's,7,32,,,52,30,0
2025,4,1125,Illinois,6,32,,,50,31,0
2025,4,1115,Memphis,5,64,,,38,32,0
2025,4,1091,Texas Tech,3,8,,,31,33,0
2025,4,1133,Drake,11,32,,,29,34,0
2025,4,,Nebraska,,,,,21,35,0
2025,4,1113,Michigan St.,2,8,,,14,36,0
2025,4,1130,Georgia,9,64,,,11,37,0
2025,4,1102,Oregon,5,32,,,10,38,0
2025,4,1095,St. John's,2,32,,,10,38,0
2025,4,,Penn St.,,,,,9,40,0
2025,4,1086,Utah St.,10,64,,,6,41,0
2025,4,1085,Vanderbilt,10,64,,,6,41,0
2025,4,,Arizona St.,,,,,5,43,0
2025,4,,Nevada,,,,,5,43,0
2025,4,1088,UCLA,7,32,,,5,43,0
2025,4,1117,Maryland,4,16,,,4,46,0
2025,4,,Providence,,,,,3,47,0
2025,4,,Furman,,,,,2,48,0
2025,4,,Columbia,,,,,1,49,0
2025,4,,Florida St.,,,,,1,49,0
2025,4,,Dayton,,,,,0,51,0
2025,4,,LSU,,,,,0,51,0
2025,4,,Rutgers,,,,,0,51,0
2025,5,1123,Kansas,7,64,7,0,1499,1,1
2025,5,1141,Auburn,1,4,7,0,1490,2,1
2025,5,1094,Tennessee,2,8,7,0,1351,3,1
2025,5,1122,Kentucky,3,16,7,0,1267,4,1
2025,5,1118,Marquette,7,64,8,0,1246,5,1
2025,5,1124,Iowa St.,3,32,5,1,1225,6,1
2025,5,1129,Gonzaga,8,32,7,1,1181,7,1
2025,5,1101,Purdue,4,16,7,1,1058,8,1
2025,5,1132,Duke,1,4,5,2,941,9,1
2025,5,1146,Alabama,2,8,6,2,939,10,1
2025,5,1083,Wisconsin,3,32,8,0,903,11,1
2025,5,1102,Oregon,5,32,8,0,806,12,1
2025,5,1131,Florida,1,1,8,0,782,13,1
2025,5,,Cincinnati,,,6,0,774,14,1
2025,5,1140,Baylor,9,32,5,2,567,15,1
2025,5,1115,Memphis,5,64,6,1,500,16,1
2025,5,1126,Houston,1,2,4,3,402,17,1
2025,5,,Pittsburgh,,,7,1,374,18,1
